series,episode,baker_first_name,baker_last_name,baker_age,baker_occupation,hometown,signature_bake.x,technical,result,show_stopper.x,signature_bake.y,show_stopper.y
3,2,Danny,Bryden,45,Intensive care consultant,Sheffield,Lime Coriander and Coconut TortillasZaatar Naan with Dukkah,3,IN,UNKNOWN,Lime Coriander and Coconut TortillasZaatar Naan with Dukkah,UNKNOWN
3,2,James,Morton,21,Medical student,"Hillswick, Shetland Islands","Tomato, Garlic, and Parmesan FlatbreadsTattie Scones",2,IN,"Orange, Mint and Chocolate Bagels
'Millers' Sourdough Bagels","Tomato, Garlic, and Parmesan FlatbreadsTattie Scones","Orange, Mint and Chocolate Bagels
'Millers' Sourdough Bagels"
3,2,John,Whaite,22,Law student,Wigan,"Coriander and Chilli RotisGarlic, Pomegranate and Potato Pitas",1,STAR BAKER,"Fig, Walnut and Gruyere Bagels
Blueberry and White Chocolate Bagels","Coriander and Chilli RotisGarlic, Pomegranate and Potato Pitas","Fig, Walnut and Gruyere Bagels
Blueberry and White Chocolate Bagels"
3,2,Manisha,Parmar,27,Nursery nurse,Leicester,Indian FlatbreadsItalian Flatbreads,6,IN,UNKNOWN,Indian FlatbreadsItalian Flatbreads,UNKNOWN
3,2,Peter,Maloney,43,Sales manager,"Windsor, Berkshire",Fennel and Nigella Seed NaanBannock Bread,11,OUT,"Rosemary and Sea Salt Bagels
Apple and Cinnamon Bagels",Fennel and Nigella Seed NaanBannock Bread,"Rosemary and Sea Salt Bagels
Apple and Cinnamon Bagels"
3,2,Ryan,Chong,38,Photographer,Bristol,Shanghai Spring Onion FlatbreadsGarlic and Coriander Naan,5,IN,"Cinnamon and Date Bagels
Tarragon and Rosemary Bagels",Shanghai Spring Onion FlatbreadsGarlic and Coriander Naan,"Cinnamon and Date Bagels
Tarragon and Rosemary Bagels"
3,2,Sarah-Jane,Willis,28,Vicar's wife,"Bewbush, West Sussex",Toasted Coconut and Lime RotisOatcakes,10,IN,UNKNOWN,Toasted Coconut and Lime RotisOatcakes,UNKNOWN
3,2,Stuart,Marston-Smith,26,PE teacher,"Lichfield, Staffordshire",Bombay BreadChorizo and Spring Onion Naan,9,IN,"Cinnamon and Cranberry Bagels
Tomato and Thyme Bagels",Bombay BreadChorizo and Spring Onion Naan,"Cinnamon and Cranberry Bagels
Tomato and Thyme Bagels"
3,2,Victoria,Chester,50,CEO of the charity Plantlife,Somerset,Coriander and Lemon NaanGarlic and Parsnip Chapatis,7,IN,"Saffron and Golden Raisin Bagels
Porcini Bagels",Coriander and Lemon NaanGarlic and Parsnip Chapatis,"Saffron and Golden Raisin Bagels
Porcini Bagels"
3,3,Brendan,Lynch,63,Recruitment consultant,Sutton Coldfield,Apple and Ginger Tarte Tatin,9,IN,"Blackberry, Nectarine and Dragon Fruit Tart",Apple and Ginger Tarte Tatin,"Blackberry, Nectarine and Dragon Fruit Tart"
3,3,Cathryn,Dresser,27,Shop assistant,"Pease Pottage, West Sussex","Plum, Cherry and Five Spice Tarte Tatin",3,IN,"Raspberry, Pistachio and Lemon Tart","Plum, Cherry and Five Spice Tarte Tatin","Raspberry, Pistachio and Lemon Tart"
3,3,Danny,Bryden,45,Intensive care consultant,Sheffield,Savoury Pear and Roquefort Tarte Tatin,2,IN,"Pineapple, Coconut and Frangipane Tart",Savoury Pear and Roquefort Tarte Tatin,"Pineapple, Coconut and Frangipane Tart"
3,3,James,Morton,21,Medical student,"Hillswick, Shetland Islands",Apple and Lavender Tarte Tatin,1,STAR BAKER,"Rose, Lychee and Raspberry Fruit Tart",Apple and Lavender Tarte Tatin,"Rose, Lychee and Raspberry Fruit Tart"
3,3,John,Whaite,22,Law student,Wigan,Apple and Vanilla Tarte Tatin with Walnut Praline,6,IN,"Berries, Grapes, Pomegranate, and Dragon Fruit Tart",Apple and Vanilla Tarte Tatin with Walnut Praline,"Berries, Grapes, Pomegranate, and Dragon Fruit Tart"
3,3,Manisha,Parmar,27,Nursery nurse,Leicester,"Cinnamon, Apple and Pear Tarte Tatin",10,IN,Rum and Tropical Fruit Tart,"Cinnamon, Apple and Pear Tarte Tatin",Rum and Tropical Fruit Tart
3,3,Ryan,Chong,38,Photographer,Bristol,Spiced Pear Tarte Tatin,5,IN,UNKNOWN,Spiced Pear Tarte Tatin,UNKNOWN
3,3,Sarah-Jane,Willis,28,Vicar's wife,"Bewbush, West Sussex",Caramelised Banana Tarte Tatin,8,IN,French Apple Tart with Blackberry and Cassis Jam,Caramelised Banana Tarte Tatin,French Apple Tart with Blackberry and Cassis Jam
3,3,Stuart,Marston-Smith,26,PE teacher,"Lichfield, Staffordshire",Pear and Almond Tarte Tatin,7,IN,Raspberry Triple Chocolate Layered Tart,Pear and Almond Tarte Tatin,Raspberry Triple Chocolate Layered Tart
3,3,Victoria,Chester,50,CEO of the charity Plantlife,Somerset,"Fig, Walnut and Pink Peppercorn Tarte Tatin",4,OUT,Tropical Fruit Tart with Black Pepper Crust,"Fig, Walnut and Pink Peppercorn Tarte Tatin",Tropical Fruit Tart with Black Pepper Crust
3,4,Brendan,Lynch,63,Recruitment consultant,Sutton Coldfield,Clementine and Chestnut Torte,1,STAR BAKER,"Pear, Chocolate and Hazelnut Dacquoise",Clementine and Chestnut Torte,"Pear, Chocolate and Hazelnut Dacquoise"
3,4,Cathryn,Dresser,27,Shop assistant,"Pease Pottage, West Sussex","White Chocolate, Macadamia and Coffee Torte",3,IN,"Gooseberry, Almond and Honey Meringue","White Chocolate, Macadamia and Coffee Torte","Gooseberry, Almond and Honey Meringue"
3,4,Danny,Bryden,45,Intensive care consultant,Sheffield,"Blackberry, White Chocolate, Lemon and Elderflower Torte",2,IN,"'Monte Bianco' Chestnut, Chocolate and Coffee Dacquoise","Blackberry, White Chocolate, Lemon and Elderflower Torte","'Monte Bianco' Chestnut, Chocolate and Coffee Dacquoise"
3,4,James,Morton,21,Medical student,"Hillswick, Shetland Islands","Hazelnut, Chocolate and Passionfruit Torte",5,IN,"Fig, Chestnut, Cherry and Chocolate Layered Meringue","Hazelnut, Chocolate and Passionfruit Torte","Fig, Chestnut, Cherry and Chocolate Layered Meringue"
3,4,John,Whaite,22,Law student,Wigan,'Torte Noir' Black Forest Torte with Boozy Cream,6,IN,Elderflower and Bramble Berry Pavlova,'Torte Noir' Black Forest Torte with Boozy Cream,Elderflower and Bramble Berry Pavlova
3,4,Manisha,Parmar,27,Nursery nurse,Leicester,"Almond, Chocolate and Cherry Torte",9,IN,Tiramisu Layered Meringue Dessert,"Almond, Chocolate and Cherry Torte",Tiramisu Layered Meringue Dessert
3,4,Ryan,Chong,38,Photographer,Bristol,Green Tea Opera Torte,7,IN,"Strawberry, Rose and Pistachio Meringue",Green Tea Opera Torte,"Strawberry, Rose and Pistachio Meringue"
3,4,Sarah-Jane,Willis,28,Vicar's wife,"Bewbush, West Sussex",Chocolate and Almond Truffle Torte,4,IN,Hazelnut Tiramisu Layered Meringue,Chocolate and Almond Truffle Torte,Hazelnut Tiramisu Layered Meringue
3,4,Stuart,Marston-Smith,26,PE teacher,"Lichfield, Staffordshire",Black Forest Torte,8,OUT,Choca Blocka Mocha Meringue,Black Forest Torte,Choca Blocka Mocha Meringue
3,5,Brendan,Lynch,63,Recruitment consultant,Sutton Coldfield,Salmon Coulibiac in a Scandinavian Pastry,3,IN,All American Chiffon Pie,Salmon Coulibiac in a Scandinavian Pastry,All American Chiffon Pie
3,5,Cathryn,Dresser,27,Shop assistant,"Pease Pottage, West Sussex",Full English Wellington,1,IN,Chocolate and Peanut Butter Pumpkin Pie,Full English Wellington,Chocolate and Peanut Butter Pumpkin Pie
3,5,Danny,Bryden,45,Intensive care consultant,Sheffield,"Chickpea, Spinach & Mushroom Wellington",7,IN,Trick or Treat Pumpkin Pie,"Chickpea, Spinach & Mushroom Wellington",Trick or Treat Pumpkin Pie
3,5,James,Morton,21,Medical student,"Hillswick, Shetland Islands",Four Pig Wellington,6,IN,Sweet Potato Pie,Four Pig Wellington,Sweet Potato Pie
3,5,John,Whaite,22,Law student,Wigan,Venison and Haggis Wellington,2,IN,Star-Spangled Pecan Pie,Venison and Haggis Wellington,Star-Spangled Pecan Pie
3,5,Manisha,Parmar,27,Nursery nurse,Leicester,Lamb Wellington with Rosemary and Mint,5,OUT,Banana Scotch Pie,Lamb Wellington with Rosemary and Mint,Banana Scotch Pie
3,5,Ryan,Chong,38,Photographer,Bristol,Curry Spiced Seabass Wellington,8,STAR BAKER,Key Lime Pie,Curry Spiced Seabass Wellington,Key Lime Pie
3,5,Sarah-Jane,Willis,28,Vicar's wife,"Bewbush, West Sussex",Beef Wellington with Parma Ham and Gorgonzola Cheese,4,IN,Chocolate and Banana Cream Pie,Beef Wellington with Parma Ham and Gorgonzola Cheese,Chocolate and Banana Cream Pie
3,6,Brendan,Lynch,63,Recruitment consultant,Sutton Coldfield,"Rhubarb, Strawberry and Ginger Puddings
Sticky Toffee Puddings",1,STAR BAKER,"Spinach, Cheese and Walnut Strudel","Rhubarb, Strawberry and Ginger Puddings
Sticky Toffee Puddings","Spinach, Cheese and Walnut Strudel"
3,6,Cathryn,Dresser,27,Shop assistant,"Pease Pottage, West Sussex","Chocolate Walnut Whip Puddings
Elderflower Sponges",3,IN,Roasted Vegetable Couscous and Sheep Cheese Strudel,"Chocolate Walnut Whip Puddings
Elderflower Sponges",Roasted Vegetable Couscous and Sheep Cheese Strudel
3,6,Danny,Bryden,45,Intensive care consultant,Sheffield,Banoffee Puddings with Walnut Butterscotch SauceJubilee Chocolate Fondants,2,IN,"Leek, Potato, Pistachio and Gruyère Strudel",Banoffee Puddings with Walnut Butterscotch SauceJubilee Chocolate Fondants,"Leek, Potato, Pistachio and Gruyère Strudel"
3,6,James,Morton,21,Medical student,"Hillswick, Shetland Islands",Banana and Clove PuddingsClootie Dumplings,7,IN,"Strawberry, Rhubarb and Ginger Strudel",Banana and Clove PuddingsClootie Dumplings,"Strawberry, Rhubarb and Ginger Strudel"
3,6,John,Whaite,22,Law student,Wigan,Spicy Toffee PuddingsRaspberry and White Chocolate Puddings,5,IN,Did not complete due to injury,Spicy Toffee PuddingsRaspberry and White Chocolate Puddings,Did not complete due to injury
3,6,Ryan,Chong,38,Photographer,Bristol,Chocolate FondantsSticky Ginger and Date Puddings,6,IN,"Apple, Sour Cherry, Raisin and Mixed Nuts Strudel",Chocolate FondantsSticky Ginger and Date Puddings,"Apple, Sour Cherry, Raisin and Mixed Nuts Strudel"
3,6,Sarah-Jane,Willis,28,Vicar's wife,"Bewbush, West Sussex",Sticky Toffee PuddingsGranny's Saucy Lemon Puddings,4,IN,Sweet Strudel with Sour Cherries,Sticky Toffee PuddingsGranny's Saucy Lemon Puddings,Sweet Strudel with Sour Cherries
3,7,Brendan,Lynch,63,Recruitment consultant,Sutton Coldfield,Chelsea Bunskis,4,IN,Black Forest Christmas Stollen,Chelsea Bunskis,Black Forest Christmas Stollen
3,7,Cathryn,Dresser,27,Shop assistant,"Pease Pottage, West Sussex",Lady Arundel's Manchet Buns,5,IN,Bonfire Night Tear 'n' Share Brioche,Lady Arundel's Manchet Buns,Bonfire Night Tear 'n' Share Brioche
3,7,Danny,Bryden,45,Intensive care consultant,Sheffield,Bakewell Chelsea Buns,2,STAR BAKER,European Christmas Wreath,Bakewell Chelsea Buns,European Christmas Wreath
3,7,James,Morton,21,Medical student,"Hillswick, Shetland Islands",Easter Chelsea Buns,1,IN,Whisky Kugelhopf-Brioche Baba,Easter Chelsea Buns,Whisky Kugelhopf-Brioche Baba
3,7,John,Whaite,22,Law student,Wigan,Cherry and Almond Saffron Buns,3,IN,Marzipan Stollen,Cherry and Almond Saffron Buns,Marzipan Stollen
3,7,Ryan,Chong,38,Photographer,Bristol,Lardy Cakes,6,OUT,Char Siu Bao,Lardy Cakes,Char Siu Bao
3,7,Sarah-Jane,Willis,28,Vicar's wife,"Bewbush, West Sussex","Orange, Nutmeg and Saffron Buns",7,OUT,Sour Cherry and Dark Chocolate Christmas Plait,"Orange, Nutmeg and Saffron Buns",Sour Cherry and Dark Chocolate Christmas Plait
3,8,Brendan,Lynch,63,Recruitment consultant,Sutton Coldfield,Multi-Seed Savoury Crackers,2,IN,Fantasy Gingerbread Bird House,Multi-Seed Savoury Crackers,Fantasy Gingerbread Bird House
3,8,Cathryn,Dresser,27,Shop assistant,"Pease Pottage, West Sussex",Cheese and Pickle Crackers,5,OUT,Gingerbread Buckingham Palace,Cheese and Pickle Crackers,Gingerbread Buckingham Palace
3,8,Danny,Bryden,45,Intensive care consultant,Sheffield,Spiced Almond Drinks Crackers,4,IN,Gingerbread Big Ben,Spiced Almond Drinks Crackers,Gingerbread Big Ben
3,8,James,Morton,21,Medical student,"Hillswick, Shetland Islands","Smoky Cayenne, Cumin and Chilli Crackers",1,STAR BAKER,Gingerbread Barn,"Smoky Cayenne, Cumin and Chilli Crackers",Gingerbread Barn
3,8,John,Whaite,22,Law student,Wigan,Asian Spice Crackers,3,IN,Gingerbread Roman Coliseum,Asian Spice Crackers,Gingerbread Roman Coliseum
3,9,Brendan,Lynch,63,Recruitment consultant,Sutton Coldfield,Coffee Meringue and Hazelnut CreamsApricot and Pistachio FriandsLime Curd Choux Pastry Cygnets,3,IN,Gateau St. Honoré,Coffee Meringue and Hazelnut CreamsApricot and Pistachio FriandsLime Curd Choux Pastry Cygnets,Gateau St. Honoré
3,9,Danny,Bryden,45,Intensive care consultant,Sheffield,Blackberry and Peppermint MacaroonsMiniature Raspberry and Basil FinanciersOrange and White Chocolate Langues de Chat,4,OUT,Rosewater and Lychee St. Honoré,Blackberry and Peppermint MacaroonsMiniature Raspberry and Basil FinanciersOrange and White Chocolate Langues de Chat,Rosewater and Lychee St. Honoré
3,9,James,Morton,21,Medical student,"Hillswick, Shetland Islands","Lemon and Rhubarb TartletsChocolate Indulgence Petits FoursChilli, Lime and Raspberry Macaroons",1,STAR BAKER,"Coffee, Caramel and Hazelnut Paris-Brest","Lemon and Rhubarb TartletsChocolate Indulgence Petits FoursChilli, Lime and Raspberry Macaroons","Coffee, Caramel and Hazelnut Paris-Brest"
3,9,John,Whaite,22,Law student,Wigan,Lemon MadeleinesWhite Chocolate and Raspberry TartletsDark Chocolate and Cherry Macaroons,2,IN,Gateau St. Honoré a la Passion,Lemon MadeleinesWhite Chocolate and Raspberry TartletsDark Chocolate and Cherry Macaroons,Gateau St. Honoré a la Passion
3,10,Brendan,Lynch,63,Recruitment consultant,Sutton Coldfield,Potato and Pepper Pithivier,2,Runner-up,Family Reunion Chiffon Cake,Potato and Pepper Pithivier,Family Reunion Chiffon Cake
3,10,James,Morton,21,Medical student,"Hillswick, Shetland Islands",Spanish Pithivier with Chorizo and Red Pepper,1,Runner-up,United Chiffon Cakes,Spanish Pithivier with Chorizo and Red Pepper,United Chiffon Cakes
3,10,John,Whaite,22,Law student,Wigan,Italian Sausage and Roasted Vegetable Pithivier,2,WINNER,Heaven and Hell Chiffon Cake,Italian Sausage and Roasted Vegetable Pithivier,Heaven and Hell Chiffon Cake
4,1,Ali,Imdad,25,Charity worker,"Saltley, Birmingham",Rose and Pistachio Cake,11,IN,"Chocolate, Raspberry and Passion Fruit Engagement Cake",Rose and Pistachio Cake,"Chocolate, Raspberry and Passion Fruit Engagement Cake"
4,1,Beca,Lyne-Pirkis,31,Military Wives' Choir Singer,"Aldershot, Hampshire",Grapefruit Sandwich Cake,8,IN,Chocolate Cherry Indulgence,Grapefruit Sandwich Cake,Chocolate Cherry Indulgence
4,1,Christine,Wallace,66,Director of an engraving company,"Didcot, Oxfordshire","Strawberry, Vanilla and Rosewater Summer Basket",3,IN,Chocolate and Orange 'Fripperous' Hat Cake,"Strawberry, Vanilla and Rosewater Summer Basket",Chocolate and Orange 'Fripperous' Hat Cake
4,1,Deborah,Manger,51,Dentist,Peterborough,Pineapple Cake,9,IN,'Coffee Time',Pineapple Cake,'Coffee Time'
4,1,Frances,Quinn,31,Children's Clothes Designer,"Market Harborough, Leicestershire",Giant Jam Sandwich,7,IN,Secret Squirrel Cake,Giant Jam Sandwich,Secret Squirrel Cake
4,1,Glenn,Cosby,37,English Teacher,"Teignmouth, Devon",Strawberries and Cream Cake,4,IN,Almond and Espresso Chocolate Cake,Strawberries and Cream Cake,Almond and Espresso Chocolate Cake
4,1,Howard,Middleton,51,Council Worker,Sheffield,Passion Fruit and Coconut Cake,6,IN,Black Forest Revisited,Passion Fruit and Coconut Cake,Black Forest Revisited
4,1,Kimberley,Wilson,30,Psychologist,London,Blood Orange Cake,10,IN,"Chocolate, Raspberry & Basil Layer Cake",Blood Orange Cake,"Chocolate, Raspberry & Basil Layer Cake"
4,1,Lucy,Bellamy,38,Horticulturist,"Grimsby, Lincolnshire",Timperley Early Cake,2,IN,Thyme 'Wildwood' Cake,Timperley Early Cake,Thyme 'Wildwood' Cake
4,1,Mark,Onley,37,Carpenter and Kitchen Fitter,Milton Keynes,Lemon and Poppy Seed Cake,5,IN,Chocolate Monster,Lemon and Poppy Seed Cake,Chocolate Monster
4,1,Robert,Smart,54,Space Satellite Designer,"Melbourn, Cambridgeshire",Pecan and Apple Cake,1,STAR BAKER,Raspberry Chocolate Cake,Pecan and Apple Cake,Raspberry Chocolate Cake
4,1,Ruby,Tandoh,20,History of Art and Philosophy Student,"Southend, Essex",Rhubarb and Custard Sandwich Cake,12,IN,Chocolate and Ginger Night Sky Cake,Rhubarb and Custard Sandwich Cake,Chocolate and Ginger Night Sky Cake
4,1,Toby,Waterworth,30,Web Programmer,"Reading, Berkshire",Spiced and Iced Carrot Cake,13,OUT,Two Tiered Chocolate Cake,Spiced and Iced Carrot Cake,Two Tiered Chocolate Cake
4,2,Ali,Imdad,25,Charity worker,"Saltley, Birmingham",Italian Grissini,9,IN,Sweet and Savoury Yin Yang Bread,Italian Grissini,Sweet and Savoury Yin Yang Bread
4,2,Beca,Lyne-Pirkis,31,Military Wives' Choir Singer,"Aldershot, Hampshire",Fennel and Chilli Breadsticks,11,IN,Five Strand Christmas Wreath,Fennel and Chilli Breadsticks,Five Strand Christmas Wreath
4,2,Christine,Wallace,66,Director of an engraving company,"Didcot, Oxfordshire",Mediterranean Breadsticks with Oregano,4,IN,Double Plaited Loaf,Mediterranean Breadsticks with Oregano,Double Plaited Loaf
4,2,Deborah,Manger,51,Dentist,Peterborough,Fennel & Chilli Breadsticks,8,IN,Walnut Fleur Loaf,Fennel & Chilli Breadsticks,Walnut Fleur Loaf
4,2,Frances,Quinn,31,Children's Clothes Designer,"Market Harborough, Leicestershire",Giant Matchsticks,2,IN,Sailor's Knot,Giant Matchsticks,Sailor's Knot
4,2,Glenn,Cosby,37,English Teacher,"Teignmouth, Devon",Rosemary and Parmesan Grissini,7,IN,Harvest Crown,Rosemary and Parmesan Grissini,Harvest Crown
4,2,Howard,Middleton,51,Council Worker,Sheffield,Moroccan Breadsticks,10,IN,Picasso Sun Bread,Moroccan Breadsticks,Picasso Sun Bread
4,2,Kimberley,Wilson,30,Psychologist,London,Nigella Seed and Parmesan Breadsticks,1,IN,Peace Bread,Nigella Seed and Parmesan Breadsticks,Peace Bread
4,2,Lucy,Bellamy,38,Horticulturist,"Grimsby, Lincolnshire",Grissini with Salt,12,OUT,Roast Tomato Bread,Grissini with Salt,Roast Tomato Bread
4,2,Mark,Onley,37,Carpenter and Kitchen Fitter,Milton Keynes,Rosemary & Raisin Breadsticks,6,IN,Sage & Garlic Plait,Rosemary & Raisin Breadsticks,Sage & Garlic Plait
4,2,Robert,Smart,54,Space Satellite Designer,"Melbourn, Cambridgeshire",Twisty Rye Bread Sticks,5,IN,Tribute Loaf,Twisty Rye Bread Sticks,Tribute Loaf
4,2,Ruby,Tandoh,20,History of Art and Philosophy Student,"Southend, Essex",Mexican Breadsticks,3,STAR BAKER,White Chocolate and Orange Peacock Bread,Mexican Breadsticks,White Chocolate and Orange Peacock Bread
4,3,Ali,Imdad,25,Charity worker,"Saltley, Birmingham","Coconut, Raspberry and Lemon Meringue Trifle",5,IN,Vanilla Latte Mini CakesLime & Mint Shortbread Pops,"Coconut, Raspberry and Lemon Meringue Trifle",Vanilla Latte Mini CakesLime & Mint Shortbread Pops
4,3,Beca,Lyne-Pirkis,31,Military Wives' Choir Singer,"Aldershot, Hampshire",Orange and Ginger Trifle,10,IN,Limoncello and Blueberry BurstsMillionaire Shortbread,Orange and Ginger Trifle,Limoncello and Blueberry BurstsMillionaire Shortbread
4,3,Christine,Wallace,66,Director of an engraving company,"Didcot, Oxfordshire",Caribbean Pina Colada Trifle,4,STAR BAKER,Ninety-NinersSachertorte Parcels,Caribbean Pina Colada Trifle,Ninety-NinersSachertorte Parcels
4,3,Deborah,Manger,51,Dentist,Peterborough,Tropical Trifle*,9,OUT,Canelé Cherry and Chocolate CakesRose Cookies,Tropical Trifle*,Canelé Cherry and Chocolate CakesRose Cookies
4,3,Frances,Quinn,31,Children's Clothes Designer,"Market Harborough, Leicestershire",Apple and Blackberry Crumble Trifle,8,IN,'Ballet Bites' Ginger NutcrackersSugar Plum Fairy Cakes,Apple and Blackberry Crumble Trifle,'Ballet Bites' Ginger NutcrackersSugar Plum Fairy Cakes
4,3,Glenn,Cosby,37,English Teacher,"Teignmouth, Devon",Raspberry and Almond Trifle,1,IN,Billionaire BouchéesOrange Financiers,Raspberry and Almond Trifle,Billionaire BouchéesOrange Financiers
4,3,Howard,Middleton,51,Council Worker,Sheffield,Caramel and Apple Trifle*,7,IN,Black Coffee and Cardamom CakesWhite Stilton and Pear Biscuits,Caramel and Apple Trifle*,Black Coffee and Cardamom CakesWhite Stilton and Pear Biscuits
4,3,Kimberley,Wilson,30,Psychologist,London,"Peach, Almond and Ginger Trifle",6,IN,Chocolate Pistachio FinanciersLemon Bergamot Biscuits,"Peach, Almond and Ginger Trifle",Chocolate Pistachio FinanciersLemon Bergamot Biscuits
4,3,Mark,Onley,37,Carpenter and Kitchen Fitter,Milton Keynes,"Ginger, Mango and Passion Fruit Trifle",11,OUT,Rose and Pistachio MacaroonsChocolate and Raspberry Bites,"Ginger, Mango and Passion Fruit Trifle",Rose and Pistachio MacaroonsChocolate and Raspberry Bites
4,3,Robert,Smart,54,Space Satellite Designer,"Melbourn, Cambridgeshire",Rhubarb and Orange Trifle,2,IN,Almond FriandsTurǫn Macaroons,Rhubarb and Orange Trifle,Almond FriandsTurǫn Macaroons
4,3,Ruby,Tandoh,20,History of Art and Philosophy Student,"Southend, Essex",Desert Island Trifle,3,IN,Lemon Shortbread and White Chocolate SeashellsBlackberry and Chocolate Layer Cakes,Desert Island Trifle,Lemon Shortbread and White Chocolate SeashellsBlackberry and Chocolate Layer Cakes
4,4,Ali,Imdad,25,Charity worker,"Saltley, Birmingham",Apple and Ginger Pie with a Pecan and Walnut Shortcrust Pastry,8,OUT,"Orange, Cardamom and Date M'Hanncha",Apple and Ginger Pie with a Pecan and Walnut Shortcrust Pastry,"Orange, Cardamom and Date M'Hanncha"
4,4,Beca,Lyne-Pirkis,31,Military Wives' Choir Singer,"Aldershot, Hampshire",Mamgu's Cherry-Apple Tart,2,IN,Moroccan Vegetable Filo Feast,Mamgu's Cherry-Apple Tart,Moroccan Vegetable Filo Feast
4,4,Christine,Wallace,66,Director of an engraving company,"Didcot, Oxfordshire","Granny Rogers' Apple, Plum & Cinnamon Country Pie",7,IN,Roasted Vegetable Filo Pie with Feta Cheese,"Granny Rogers' Apple, Plum & Cinnamon Country Pie",Roasted Vegetable Filo Pie with Feta Cheese
4,4,Frances,Quinn,31,Children's Clothes Designer,"Market Harborough, Leicestershire",Peach Pie In the Sky,1,IN,Cherry Tree Baklava Filo Pie,Peach Pie In the Sky,Cherry Tree Baklava Filo Pie
4,4,Glenn,Cosby,37,English Teacher,"Teignmouth, Devon",Apple & Maple Syrup Pie,9,IN,Spanakopita (Walnut and Feta Cheese),Apple & Maple Syrup Pie,Spanakopita (Walnut and Feta Cheese)
4,4,Howard,Middleton,51,Council Worker,Sheffield,Apple Pie with Sage Pastry,5,IN,Fresh Fig and Feta Filo Flan,Apple Pie with Sage Pastry,Fresh Fig and Feta Filo Flan
4,4,Kimberley,Wilson,30,Psychologist,London,Pecan and Rosemary Caramel Apple Pie,4,STAR BAKER,"Chicken, Bacon and Butternut Squash Pie",Pecan and Rosemary Caramel Apple Pie,"Chicken, Bacon and Butternut Squash Pie"
4,4,Robert,Smart,54,Space Satellite Designer,"Melbourn, Cambridgeshire",Apple and Pear Pie with Thyme,3,IN,Spanakopita with St George's Mushrooms,Apple and Pear Pie with Thyme,Spanakopita with St George's Mushrooms
4,4,Ruby,Tandoh,20,History of Art and Philosophy Student,"Southend, Essex",Apple and Marzipan Pie,6,IN,"Rose, Almond and Raspberry Filo Pie",Apple and Marzipan Pie,"Rose, Almond and Raspberry Filo Pie"
4,5,Beca,Lyne-Pirkis,31,Military Wives' Choir Singer,"Aldershot, Hampshire","Chocolate, Cherry and Hazelnut Brownies",5,IN,Tiered Macaron and Sugar Dough Biscuit Centrepiece,"Chocolate, Cherry and Hazelnut Brownies",Tiered Macaron and Sugar Dough Biscuit Centrepiece
4,5,Christine,Wallace,66,Director of an engraving company,"Didcot, Oxfordshire",Mixed Berry and Almond Crumble Traybake,1,STAR BAKER,Shortbread Bavarian Clock Tower,Mixed Berry and Almond Crumble Traybake,Shortbread Bavarian Clock Tower
4,5,Frances,Quinn,31,Children's Clothes Designer,"Market Harborough, Leicestershire",Millionaire Banoffee Bonus,3,IN,Biscuit Buttons and Beads,Millionaire Banoffee Bonus,Biscuit Buttons and Beads
4,5,Glenn,Cosby,37,English Teacher,"Teignmouth, Devon",Apricot and Pistachio Tiffin,2,IN,Shortbread and Macaron Helter-Skelter,Apricot and Pistachio Tiffin,Shortbread and Macaron Helter-Skelter
4,5,Howard,Middleton,51,Council Worker,Sheffield,Breakfast Traybake,8,IN,Japanese Pagoda Tea Tower,Breakfast Traybake,Japanese Pagoda Tea Tower
4,5,Kimberley,Wilson,30,Psychologist,London,Cherry and Almond Bakewell Florentine Slice,7,IN,Black and White Viennese Biscuit Stack,Cherry and Almond Bakewell Florentine Slice,Black and White Viennese Biscuit Stack
4,5,Robert,Smart,54,Space Satellite Designer,"Melbourn, Cambridgeshire",Blueberry & Orange Traybake,4,OUT,Dalek,Blueberry & Orange Traybake,Dalek
4,5,Ruby,Tandoh,20,History of Art and Philosophy Student,"Southend, Essex",Blackberry and Lemon Bakewell Slice,6,IN,'Dropped Ice-Cream' Biscuit Centrepiece,Blackberry and Lemon Bakewell Slice,'Dropped Ice-Cream' Biscuit Centrepiece
4,6,Beca,Lyne-Pirkis,31,Military Wives' Choir Singer,"Aldershot, Hampshire",Bara Brith,6,IN,Chocolate and Rum-Soaked Prune BriochesCardamom Spiced Lemon Iced Buns,Bara Brith,Chocolate and Rum-Soaked Prune BriochesCardamom Spiced Lemon Iced Buns
4,6,Christine,Wallace,66,Director of an engraving company,"Didcot, Oxfordshire",Oxford Nutty Fruit Loaf,4,IN,Schnecken BunsVanilla Custard Skolebrød,Oxford Nutty Fruit Loaf,Schnecken BunsVanilla Custard Skolebrød
4,6,Frances,Quinn,31,Children's Clothes Designer,"Market Harborough, Leicestershire",Chai Tea Loaf,2,IN,Hot Cross BriochesRhubarb and Custard Kolaches,Chai Tea Loaf,Hot Cross BriochesRhubarb and Custard Kolaches
4,6,Glenn,Cosby,37,English Teacher,"Teignmouth, Devon",Devonshire Panettone,5,IN,Almond and Apricot BriochesSticky Caramel Kanelbullen,Devonshire Panettone,Almond and Apricot BriochesSticky Caramel Kanelbullen
4,6,Howard,Middleton,51,Council Worker,Sheffield,Date & Hemp Yorkshire Loaf,7,OUT,Peachy BunsGerman Baumschnecken,Date & Hemp Yorkshire Loaf,Peachy BunsGerman Baumschnecken
